drop = 0.65
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')

Epoch 1   : loss: 2.8783, best 0.0659, train_acc: 0.0547, val_acc: 0.0659
Epoch 41  : loss: 1.7193, best 0.3198, train_acc: 0.3421, val_acc: 0.3198
Epoch 42  : loss: 1.5705, best 0.3198, train_acc: 0.3344, val_acc: 0.3030
Epoch 43  : loss: 0.1079, best 0.3198, train_acc: 0.3427, val_acc: 0.3180
Epoch 44  : loss: 0.6929, best 0.3198, train_acc: 0.3487, val_acc: 0.3131
Epoch 45  : loss: 2.5738, best 0.3198, train_acc: 0.3432, val_acc: 0.2696
Epoch 46  : loss: 0.6895, best 0.3234, train_acc: 0.3553, val_acc: 0.3234
Epoch 47  : loss: 1.4431, best 0.3234, train_acc: 0.3602, val_acc: 0.2946
Epoch 48  : loss: 1.8206, best 0.3234, train_acc: 0.3457, val_acc: 0.2926
Epoch 49  : loss: 1.3819, best 0.3234, train_acc: 0.3763, val_acc: 0.2959
Epoch 50  : loss: 0.6731, best 0.3234, train_acc: 0.3493, val_acc: 0.3117
Epoch 51  : loss: 0.8937, best 0.3234, train_acc: 0.3640, val_acc: 0.3131
Epoch 52  : loss: 1.6410, best 0.3234, train_acc: 0.3518, val_acc: 0.2653
Epoch 53  : loss: 2.1036, best 0.3249, train_acc: 0.3598, val_acc: 0.3249
Epoch 54  : loss: 0.8335, best 0.3249, train_acc: 0.3620, val_acc: 0.3217
Epoch 55  : loss: 2.1264, best 0.3249, train_acc: 0.3714, val_acc: 0.3047
Epoch 56  : loss: 1.7430, best 0.3249, train_acc: 0.3812, val_acc: 0.2847
Epoch 57  : loss: 1.7257, best 0.3249, train_acc: 0.3681, val_acc: 0.3211
Epoch 58  : loss: 1.1924, best 0.3249, train_acc: 0.3677, val_acc: 0.3105
Epoch 59  : loss: 1.5732, best 0.3249, train_acc: 0.3789, val_acc: 0.3093
Epoch 60  : loss: 1.5159, best 0.3322, train_acc: 0.3703, val_acc: 0.3322
Epoch 61  : loss: 1.4840, best 0.3322, train_acc: 0.3782, val_acc: 0.2915
Epoch 62  : loss: 1.5118, best 0.3322, train_acc: 0.3744, val_acc: 0.3146
Epoch 63  : loss: 0.5061, best 0.3322, train_acc: 0.3815, val_acc: 0.2986
Epoch 64  : loss: 0.4999, best 0.3322, train_acc: 0.3723, val_acc: 0.2816
Epoch 65  : loss: 0.4518, best 0.3322, train_acc: 0.4023, val_acc: 0.3072
Epoch 66  : loss: 0.4458, best 0.3322, train_acc: 0.3985, val_acc: 0.3236
Epoch 67  : loss: 1.6420, best 0.3322, train_acc: 0.3938, val_acc: 0.3220
Epoch 68  : loss: 2.1480, best 0.3322, train_acc: 0.3859, val_acc: 0.3173
Epoch 69  : loss: 1.2805, best 0.3322, train_acc: 0.3772, val_acc: 0.3002
Epoch 70  : loss: 1.5662, best 0.3322, train_acc: 0.3946, val_acc: 0.2700
Epoch 71  : loss: 0.5880, best 0.3429, train_acc: 0.3887, val_acc: 0.3429
Epoch 72  : loss: 0.7759, best 0.3429, train_acc: 0.4044, val_acc: 0.3206
Epoch 73  : loss: 2.0627, best 0.3429, train_acc: 0.4013, val_acc: 0.3250
Epoch 74  : loss: 0.6431, best 0.3429, train_acc: 0.3969, val_acc: 0.3031
Epoch 75  : loss: 1.3597, best 0.3429, train_acc: 0.3986, val_acc: 0.2994
Epoch 76  : loss: 0.8165, best 0.3429, train_acc: 0.3995, val_acc: 0.3154
Epoch 77  : loss: 1.4059, best 0.3429, train_acc: 0.3934, val_acc: 0.3226
Epoch 78  : loss: 1.2674, best 0.3429, train_acc: 0.4001, val_acc: 0.3336
Epoch 79  : loss: 2.8895, best 0.3429, train_acc: 0.3934, val_acc: 0.2813
Epoch 80  : loss: 1.4083, best 0.3429, train_acc: 0.4001, val_acc: 0.2888
Epoch 81  : loss: 1.2353, best 0.3429, train_acc: 0.4175, val_acc: 0.3112
Epoch 82  : loss: 0.4536, best 0.3429, train_acc: 0.4043, val_acc: 0.3212
Epoch 83  : loss: 1.2186, best 0.3429, train_acc: 0.4017, val_acc: 0.3204
Epoch 84  : loss: 1.0334, best 0.3429, train_acc: 0.4092, val_acc: 0.3276
Epoch 85  : loss: 1.1720, best 0.3438, train_acc: 0.4061, val_acc: 0.3438
Epoch 86  : loss: 0.7758, best 0.3507, train_acc: 0.4096, val_acc: 0.3507
Epoch 87  : loss: 0.0291, best 0.3507, train_acc: 0.4292, val_acc: 0.3392
Epoch 88  : loss: 1.0965, best 0.3507, train_acc: 0.4051, val_acc: 0.3502
Epoch 89  : loss: 1.0033, best 0.3507, train_acc: 0.4187, val_acc: 0.3415
Epoch 90  : loss: 0.2807, best 0.3556, train_acc: 0.4123, val_acc: 0.3556
Epoch 91  : loss: 1.2654, best 0.3556, train_acc: 0.4147, val_acc: 0.3155
Epoch 92  : loss: 0.7959, best 0.3556, train_acc: 0.4058, val_acc: 0.2474
Epoch 93  : loss: 0.9517, best 0.3556, train_acc: 0.4186, val_acc: 0.3269
Epoch 94  : loss: 0.0526, best 0.3556, train_acc: 0.4242, val_acc: 0.3221
Epoch 95  : loss: 2.2832, best 0.3556, train_acc: 0.4080, val_acc: 0.3317
Epoch 96  : loss: 1.3078, best 0.3581, train_acc: 0.4304, val_acc: 0.3581
Epoch 97  : loss: 0.8239, best 0.3581, train_acc: 0.4183, val_acc: 0.2623
Epoch 98  : loss: 1.1214, best 0.3581, train_acc: 0.4256, val_acc: 0.3202
Epoch 99  : loss: 1.1214, best 0.3581, train_acc: 0.4251, val_acc: 0.3436
Epoch 100 : loss: 0.8991, best 0.3581, train_acc: 0.4086, val_acc: 0.3146
Epoch 101 : loss: 1.5745, best 0.3581, train_acc: 0.4253, val_acc: 0.3515
Epoch 102 : loss: 0.6696, best 0.3620, train_acc: 0.4262, val_acc: 0.3620
Epoch 103 : loss: 1.3414, best 0.3620, train_acc: 0.4417, val_acc: 0.3315
Epoch 104 : loss: 1.2722, best 0.3620, train_acc: 0.4424, val_acc: 0.3477
Epoch 105 : loss: 2.6792, best 0.3620, train_acc: 0.4384, val_acc: 0.3098
Epoch 106 : loss: 2.8119, best 0.3620, train_acc: 0.4249, val_acc: 0.3542
Epoch 107 : loss: 0.9343, best 0.3620, train_acc: 0.4106, val_acc: 0.3106
Epoch 108 : loss: 0.4220, best 0.3620, train_acc: 0.4238, val_acc: 0.3346
Epoch 109 : loss: 0.0905, best 0.3620, train_acc: 0.4340, val_acc: 0.3462
Epoch 110 : loss: 1.1469, best 0.3620, train_acc: 0.4280, val_acc: 0.3509
Epoch 111 : loss: 0.9675, best 0.3643, train_acc: 0.4425, val_acc: 0.3643
Epoch 112 : loss: 0.9036, best 0.3822, train_acc: 0.4249, val_acc: 0.3822
Epoch 113 : loss: 0.1808, best 0.3822, train_acc: 0.4549, val_acc: 0.3182
Epoch 114 : loss: 1.3048, best 0.3822, train_acc: 0.4340, val_acc: 0.3423
Epoch 115 : loss: 1.4910, best 0.3822, train_acc: 0.4387, val_acc: 0.3670
Epoch 116 : loss: 0.6002, best 0.3822, train_acc: 0.4399, val_acc: 0.2863
Epoch 117 : loss: 0.9771, best 0.3822, train_acc: 0.4499, val_acc: 0.3599
Epoch 118 : loss: 1.1720, best 0.3822, train_acc: 0.4358, val_acc: 0.3618
Epoch 119 : loss: 0.8588, best 0.3822, train_acc: 0.4374, val_acc: 0.3413
Epoch 120 : loss: 0.8981, best 0.3822, train_acc: 0.4416, val_acc: 0.3599
Epoch 121 : loss: 1.1734, best 0.3822, train_acc: 0.4574, val_acc: 0.3280
Epoch 122 : loss: 1.2218, best 0.3822, train_acc: 0.4382, val_acc: 0.3524
Epoch 123 : loss: 0.9899, best 0.3822, train_acc: 0.4436, val_acc: 0.3634
Epoch 124 : loss: 0.9379, best 0.3822, train_acc: 0.4291, val_acc: 0.3098
Epoch 125 : loss: 1.4226, best 0.3822, train_acc: 0.4510, val_acc: 0.3411
Epoch 126 : loss: 0.3469, best 0.3822, train_acc: 0.4417, val_acc: 0.3247
Epoch 127 : loss: 0.3808, best 0.3822, train_acc: 0.4524, val_acc: 0.3547
Epoch 128 : loss: 0.3903, best 0.3822, train_acc: 0.4425, val_acc: 0.3468
Epoch 129 : loss: 2.1095, best 0.3822, train_acc: 0.4611, val_acc: 0.3624
Epoch 130 : loss: 1.0599, best 0.3822, train_acc: 0.4587, val_acc: 0.3447
Epoch 131 : loss: 0.3197, best 0.3822, train_acc: 0.4567, val_acc: 0.3487
Epoch 132 : loss: 1.3714, best 0.3822, train_acc: 0.4451, val_acc: 0.3341
Epoch 133 : loss: 0.8831, best 0.3822, train_acc: 0.4540, val_acc: 0.3584
Epoch 134 : loss: 0.4689, best 0.3822, train_acc: 0.4679, val_acc: 0.3314
Epoch 135 : loss: 1.2139, best 0.3822, train_acc: 0.4450, val_acc: 0.3501
Epoch 136 : loss: 0.3777, best 0.3822, train_acc: 0.4558, val_acc: 0.3393
Epoch 137 : loss: 0.0252, best 0.3822, train_acc: 0.4691, val_acc: 0.3521
Epoch 138 : loss: 1.0582, best 0.3822, train_acc: 0.4553, val_acc: 0.3657
Epoch 139 : loss: 1.1682, best 0.3822, train_acc: 0.4545, val_acc: 0.3773
Epoch 140 : loss: 1.4681, best 0.3822, train_acc: 0.4595, val_acc: 0.3675
Epoch 141 : loss: 0.3786, best 0.3822, train_acc: 0.4558, val_acc: 0.3181
Epoch 142 : loss: 0.5623, best 0.3822, train_acc: 0.4589, val_acc: 0.3619
Epoch 143 : loss: 0.9991, best 0.3822, train_acc: 0.4686, val_acc: 0.3589
Epoch 144 : loss: 0.2952, best 0.3822, train_acc: 0.4593, val_acc: 0.3590
Epoch 145 : loss: 0.9897, best 0.3822, train_acc: 0.4582, val_acc: 0.3636
Epoch 146 : loss: 0.9077, best 0.3832, train_acc: 0.4840, val_acc: 0.3832
Epoch 147 : loss: 1.0513, best 0.3832, train_acc: 0.4557, val_acc: 0.3719
Epoch 148 : loss: 0.2708, best 0.3832, train_acc: 0.4582, val_acc: 0.3814
Epoch 149 : loss: 0.9856, best 0.3832, train_acc: 0.4705, val_acc: 0.3679
Epoch 150 : loss: 0.9957, best 0.3832, train_acc: 0.4607, val_acc: 0.3647
Epoch 151 : loss: 1.5843, best 0.3832, train_acc: 0.4739, val_acc: 0.3477
Epoch 152 : loss: 0.0769, best 0.3832, train_acc: 0.4736, val_acc: 0.3624
Epoch 153 : loss: 1.1844, best 0.3854, train_acc: 0.4840, val_acc: 0.3854
Epoch 154 : loss: 0.8222, best 0.3854, train_acc: 0.4742, val_acc: 0.3421
Epoch 155 : loss: 1.7714, best 0.3854, train_acc: 0.4710, val_acc: 0.3471
Epoch 156 : loss: 0.0921, best 0.3854, train_acc: 0.4591, val_acc: 0.2959
Epoch 157 : loss: 0.7277, best 0.3854, train_acc: 0.4548, val_acc: 0.3727
Epoch 158 : loss: 0.7103, best 0.3854, train_acc: 0.4596, val_acc: 0.3548
Epoch 159 : loss: 0.3048, best 0.3854, train_acc: 0.4759, val_acc: 0.3709
Epoch 160 : loss: 0.9204, best 0.3854, train_acc: 0.4733, val_acc: 0.3667
Epoch 161 : loss: 0.9477, best 0.3854, train_acc: 0.4666, val_acc: 0.3231
Epoch 162 : loss: 1.1890, best 0.3854, train_acc: 0.4683, val_acc: 0.3609
Epoch 163 : loss: 1.2227, best 0.3854, train_acc: 0.4720, val_acc: 0.3621
Epoch 164 : loss: 0.5550, best 0.3854, train_acc: 0.4705, val_acc: 0.3375
Epoch 165 : loss: 0.4175, best 0.3854, train_acc: 0.4713, val_acc: 0.3489
Epoch 166 : loss: 1.1309, best 0.3854, train_acc: 0.4645, val_acc: 0.3753
Epoch 167 : loss: 1.0591, best 0.3909, train_acc: 0.4624, val_acc: 0.3909
Epoch 168 : loss: 0.0961, best 0.3909, train_acc: 0.4905, val_acc: 0.3850
Epoch 169 : loss: 1.3314, best 0.3909, train_acc: 0.4736, val_acc: 0.3579
Epoch 170 : loss: 0.3420, best 0.3909, train_acc: 0.4805, val_acc: 0.3732
Epoch 171 : loss: 0.8066, best 0.3909, train_acc: 0.4816, val_acc: 0.3785
Epoch 172 : loss: 0.9039, best 0.3909, train_acc: 0.4665, val_acc: 0.3572
Epoch 173 : loss: 0.2673, best 0.3909, train_acc: 0.4784, val_acc: 0.3662
Epoch 174 : loss: 1.3920, best 0.3909, train_acc: 0.4605, val_acc: 0.3548
Epoch 175 : loss: 0.3098, best 0.3909, train_acc: 0.4818, val_acc: 0.3904
Epoch 176 : loss: 0.5917, best 0.3909, train_acc: 0.4616, val_acc: 0.3047
Epoch 177 : loss: 1.0302, best 0.3909, train_acc: 0.4670, val_acc: 0.3857
Epoch 178 : loss: 0.4834, best 0.3909, train_acc: 0.4836, val_acc: 0.3445
Epoch 179 : loss: 0.9784, best 0.3909, train_acc: 0.4512, val_acc: 0.3683
Epoch 180 : loss: 0.8182, best 0.3909, train_acc: 0.4799, val_acc: 0.3641
Epoch 181 : loss: 0.8944, best 0.3909, train_acc: 0.4770, val_acc: 0.3814
Epoch 182 : loss: 0.8324, best 0.3909, train_acc: 0.4834, val_acc: 0.3586
Epoch 183 : loss: 0.3504, best 0.3909, train_acc: 0.4799, val_acc: 0.3557
Epoch 184 : loss: 0.2571, best 0.3909, train_acc: 0.4675, val_acc: 0.3872
Epoch 185 : loss: 1.1125, best 0.3909, train_acc: 0.4846, val_acc: 0.3690
Epoch 186 : loss: 0.1888, best 0.3909, train_acc: 0.4918, val_acc: 0.3672
Epoch 187 : loss: 0.8035, best 0.3909, train_acc: 0.4542, val_acc: 0.3723
Epoch 188 : loss: 0.0779, best 0.3909, train_acc: 0.4722, val_acc: 0.3273
Epoch 189 : loss: 0.2226, best 0.3928, train_acc: 0.4670, val_acc: 0.3928
Epoch 190 : loss: 1.0340, best 0.3928, train_acc: 0.4776, val_acc: 0.3819
Epoch 191 : loss: 1.1390, best 0.3967, train_acc: 0.4860, val_acc: 0.3967
Epoch 192 : loss: 1.8448, best 0.3967, train_acc: 0.4933, val_acc: 0.3770
Epoch 193 : loss: 0.4605, best 0.3967, train_acc: 0.5130, val_acc: 0.3615
Epoch 194 : loss: 1.0692, best 0.3967, train_acc: 0.4721, val_acc: 0.3858
Epoch 195 : loss: 0.7698, best 0.3967, train_acc: 0.5033, val_acc: 0.3672
Epoch 196 : loss: 0.1893, best 0.3967, train_acc: 0.4964, val_acc: 0.3422
Epoch 197 : loss: 0.7492, best 0.3967, train_acc: 0.4839, val_acc: 0.3700
Epoch 198 : loss: 0.8473, best 0.3967, train_acc: 0.4873, val_acc: 0.3757
Epoch 199 : loss: 0.7086, best 0.3967, train_acc: 0.4959, val_acc: 0.3766
Epoch 200 : loss: 0.0551, best 0.3967, train_acc: 0.4956, val_acc: 0.3668
Epoch 201 : loss: 0.9523, best 0.3967, train_acc: 0.4812, val_acc: 0.3450
Epoch 202 : loss: 0.2264, best 0.3967, train_acc: 0.4940, val_acc: 0.3916
Epoch 203 : loss: 0.7699, best 0.3967, train_acc: 0.4819, val_acc: 0.3536
Epoch 204 : loss: 0.9617, best 0.4102, train_acc: 0.5029, val_acc: 0.4102
Epoch 205 : loss: 0.6705, best 0.4102, train_acc: 0.4797, val_acc: 0.3766
Epoch 206 : loss: 0.9897, best 0.4102, train_acc: 0.4899, val_acc: 0.3796
Epoch 207 : loss: 0.5344, best 0.4102, train_acc: 0.4949, val_acc: 0.3614
Epoch 208 : loss: 0.3842, best 0.4102, train_acc: 0.4881, val_acc: 0.3712
Epoch 209 : loss: 0.1938, best 0.4102, train_acc: 0.4918, val_acc: 0.3737
Epoch 210 : loss: 0.6913, best 0.4102, train_acc: 0.5158, val_acc: 0.4075
Epoch 211 : loss: 0.3598, best 0.4102, train_acc: 0.4868, val_acc: 0.3763
Epoch 212 : loss: 0.0060, best 0.4102, train_acc: 0.4943, val_acc: 0.3928
Epoch 213 : loss: 0.7071, best 0.4102, train_acc: 0.4957, val_acc: 0.3868
Epoch 214 : loss: 1.3514, best 0.4102, train_acc: 0.5016, val_acc: 0.3914
Epoch 215 : loss: 0.5892, best 0.4102, train_acc: 0.4965, val_acc: 0.3620
Epoch 216 : loss: 0.8104, best 0.4102, train_acc: 0.4971, val_acc: 0.3708
Epoch 217 : loss: 0.9501, best 0.4102, train_acc: 0.5027, val_acc: 0.4007
Epoch 218 : loss: 1.7046, best 0.4102, train_acc: 0.5023, val_acc: 0.3867
Epoch 219 : loss: 0.7150, best 0.4102, train_acc: 0.5001, val_acc: 0.3874
Epoch 220 : loss: 0.3188, best 0.4102, train_acc: 0.4966, val_acc: 0.3922
Epoch 221 : loss: 0.6309, best 0.4102, train_acc: 0.4949, val_acc: 0.3794
Epoch 222 : loss: 0.7186, best 0.4102, train_acc: 0.4977, val_acc: 0.3669
Epoch 223 : loss: 1.1948, best 0.4102, train_acc: 0.5015, val_acc: 0.3544
Epoch 224 : loss: 2.0052, best 0.4102, train_acc: 0.4912, val_acc: 0.3700
Epoch 225 : loss: 0.2599, best 0.4102, train_acc: 0.4917, val_acc: 0.3762
Epoch 226 : loss: 0.7261, best 0.4102, train_acc: 0.5032, val_acc: 0.3719
Epoch 227 : loss: 0.8030, best 0.4102, train_acc: 0.5030, val_acc: 0.4016
Epoch 228 : loss: 0.9395, best 0.4102, train_acc: 0.4839, val_acc: 0.3784
Epoch 229 : loss: 0.8872, best 0.4102, train_acc: 0.4878, val_acc: 0.3858
Epoch 230 : loss: 0.2437, best 0.4102, train_acc: 0.5007, val_acc: 0.3730
Epoch 231 : loss: 0.2258, best 0.4102, train_acc: 0.4882, val_acc: 0.3894
Epoch 232 : loss: 0.9103, best 0.4102, train_acc: 0.5041, val_acc: 0.3714
Epoch 233 : loss: 0.5780, best 0.4102, train_acc: 0.4984, val_acc: 0.3594
Epoch 234 : loss: 0.4541, best 0.4102, train_acc: 0.5145, val_acc: 0.3906
Epoch 235 : loss: 0.2594, best 0.4102, train_acc: 0.5015, val_acc: 0.3893
Epoch 236 : loss: 0.2198, best 0.4102, train_acc: 0.4977, val_acc: 0.3760
Epoch 237 : loss: 0.4444, best 0.4102, train_acc: 0.4912, val_acc: 0.3357
Epoch 238 : loss: 1.0180, best 0.4102, train_acc: 0.4958, val_acc: 0.3407
Epoch 239 : loss: 0.8198, best 0.4102, train_acc: 0.5058, val_acc: 0.3798
Epoch 240 : loss: 0.3428, best 0.4102, train_acc: 0.5020, val_acc: 0.3933
Epoch 241 : loss: 0.7775, best 0.4102, train_acc: 0.5034, val_acc: 0.3832
Epoch 242 : loss: 0.9165, best 0.4102, train_acc: 0.4972, val_acc: 0.3800
Epoch 243 : loss: 0.3453, best 0.4102, train_acc: 0.5011, val_acc: 0.3893
Epoch 244 : loss: 0.9334, best 0.4102, train_acc: 0.4979, val_acc: 0.3309
Epoch 245 : loss: 0.6962, best 0.4102, train_acc: 0.5089, val_acc: 0.3218
Epoch 246 : loss: 1.4809, best 0.4102, train_acc: 0.4967, val_acc: 0.3993
Epoch 247 : loss: 0.7402, best 0.4102, train_acc: 0.4952, val_acc: 0.3765
Epoch 248 : loss: 0.8764, best 0.4102, train_acc: 0.5152, val_acc: 0.3842
Epoch 249 : loss: 0.6412, best 0.4102, train_acc: 0.5102, val_acc: 0.3914
Epoch 250 : loss: 0.6404, best 0.4102, train_acc: 0.5173, val_acc: 0.3758
Epoch 251 : loss: 0.5927, best 0.4102, train_acc: 0.4991, val_acc: 0.3771
Epoch 252 : loss: 1.4661, best 0.4102, train_acc: 0.5116, val_acc: 0.4030
Epoch 253 : loss: 0.2445, best 0.4102, train_acc: 0.5111, val_acc: 0.4019
Epoch 254 : loss: 0.0415, best 0.4102, train_acc: 0.5133, val_acc: 0.3757
Epoch 255 : loss: 0.4932, best 0.4102, train_acc: 0.5017, val_acc: 0.4079
Epoch 256 : loss: 0.2207, best 0.4102, train_acc: 0.5114, val_acc: 0.3946
Epoch 257 : loss: 0.2198, best 0.4102, train_acc: 0.5160, val_acc: 0.3791
Epoch 258 : loss: 1.1309, best 0.4102, train_acc: 0.5034, val_acc: 0.4050
Epoch 259 : loss: 0.9524, best 0.4102, train_acc: 0.5146, val_acc: 0.3997
Epoch 260 : loss: 0.8618, best 0.4102, train_acc: 0.5188, val_acc: 0.4086
Epoch 261 : loss: 0.4356, best 0.4102, train_acc: 0.5023, val_acc: 0.3466
Epoch 262 : loss: 0.2892, best 0.4102, train_acc: 0.5122, val_acc: 0.3928
Epoch 263 : loss: 1.2871, best 0.4102, train_acc: 0.5140, val_acc: 0.3897
Epoch 264 : loss: 0.0368, best 0.4102, train_acc: 0.5103, val_acc: 0.3975
Epoch 265 : loss: 0.2809, best 0.4102, train_acc: 0.5031, val_acc: 0.4088
Epoch 266 : loss: 0.4018, best 0.4102, train_acc: 0.5089, val_acc: 0.4035
Epoch 267 : loss: 0.6523, best 0.4102, train_acc: 0.5155, val_acc: 0.3990
Epoch 268 : loss: 0.8129, best 0.4102, train_acc: 0.5090, val_acc: 0.4062
Epoch 269 : loss: 0.7037, best 0.4102, train_acc: 0.5210, val_acc: 0.3875
Epoch 270 : loss: 0.1993, best 0.4102, train_acc: 0.4984, val_acc: 0.3959
Epoch 271 : loss: 0.6712, best 0.4102, train_acc: 0.5169, val_acc: 0.4019
Epoch 272 : loss: 0.2945, best 0.4102, train_acc: 0.5077, val_acc: 0.3808
Epoch 273 : loss: 0.9780, best 0.4102, train_acc: 0.5090, val_acc: 0.3626
Epoch 274 : loss: 0.2242, best 0.4102, train_acc: 0.5187, val_acc: 0.3899
Epoch 275 : loss: 0.7213, best 0.4102, train_acc: 0.5092, val_acc: 0.3814
Epoch 276 : loss: 0.7023, best 0.4102, train_acc: 0.5293, val_acc: 0.3698
Epoch 277 : loss: 0.3003, best 0.4102, train_acc: 0.5235, val_acc: 0.3860
Epoch 278 : loss: 0.1035, best 0.4102, train_acc: 0.5137, val_acc: 0.3809
Epoch 279 : loss: 0.6045, best 0.4102, train_acc: 0.5191, val_acc: 0.3889
Epoch 280 : loss: 0.0710, best 0.4102, train_acc: 0.5208, val_acc: 0.3990
Epoch 281 : loss: 0.2945, best 0.4102, train_acc: 0.5051, val_acc: 0.4091
Epoch 282 : loss: 0.8266, best 0.4102, train_acc: 0.5123, val_acc: 0.3747
Epoch 283 : loss: 0.7711, best 0.4102, train_acc: 0.4985, val_acc: 0.3937
Epoch 284 : loss: 0.2403, best 0.4102, train_acc: 0.5183, val_acc: 0.3903
Epoch 285 : loss: 0.8119, best 0.4102, train_acc: 0.5207, val_acc: 0.3919
Epoch 286 : loss: 0.0367, best 0.4102, train_acc: 0.5116, val_acc: 0.3916
Epoch 287 : loss: 0.3963, best 0.4102, train_acc: 0.5092, val_acc: 0.3872
Epoch 288 : loss: 0.8545, best 0.4102, train_acc: 0.5009, val_acc: 0.3903
Epoch 289 : loss: 0.7852, best 0.4102, train_acc: 0.5160, val_acc: 0.3876
Epoch 290 : loss: 1.5622, best 0.4102, train_acc: 0.5238, val_acc: 0.3863
Epoch 291 : loss: 0.9204, best 0.4102, train_acc: 0.5189, val_acc: 0.3563
Epoch 292 : loss: 0.9805, best 0.4102, train_acc: 0.5132, val_acc: 0.3813
Epoch 293 : loss: 0.8151, best 0.4102, train_acc: 0.5054, val_acc: 0.3869
Epoch 294 : loss: 0.0287, best 0.4102, train_acc: 0.5183, val_acc: 0.3895
Epoch 295 : loss: 0.5468, best 0.4102, train_acc: 0.5126, val_acc: 0.3908
Epoch 296 : loss: 0.8388, best 0.4102, train_acc: 0.5255, val_acc: 0.3959
Epoch 297 : loss: 0.9619, best 0.4102, train_acc: 0.5034, val_acc: 0.3890
